review,rating,date,bank,source,sentiment_label,sentiment_score
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen Bank,Google Play,positive,0.973114848136902
the best Supper App ever,5,2025-04-22,Dashen Bank,Google Play,positive,0.999849796295166
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen Bank,Google Play,positive,0.9990382194519044
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen Bank,Google Play,positive,0.999815046787262
Dashen bank is my number one choice,5,2025-04-22,Dashen Bank,Google Play,positive,0.9996331930160522
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen Bank,Google Play,positive,0.9994714856147766
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9991613626480104
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998248219490052
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen Bank,Google Play,positive,0.9990429282188416
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen Bank,Google Play,positive,0.9997945427894592
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen Bank,Google Play,positive,0.9997891783714294
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998010993003844
Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,Dashen Bank,Google Play,positive,0.9997546076774596
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998537302017212
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21,Dashen Bank,Google Play,positive,0.9997860789299012
"This app has everything I was looking for, dashen is becoming a grandmaster.",5,2025-04-21,Dashen Bank,Google Play,positive,0.9995651841163636
Very convenient,5,2025-04-21,Dashen Bank,Google Play,positive,0.9988445043563844
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,Dashen Bank,Google Play,positive,0.9997797608375548
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen Bank,Google Play,positive,0.9991359114646912
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9991750121116638
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,Dashen Bank,Google Play,positive,0.9995538592338562
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21,Dashen Bank,Google Play,positive,0.99827241897583
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,Dashen Bank,Google Play,positive,0.9994187355041504
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen Bank,Google Play,positive,0.9995588660240172
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,Dashen Bank,Google Play,positive,0.9992392063140868
Excellent app.,5,2025-04-21,Dashen Bank,Google Play,positive,0.99984610080719
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen Bank,Google Play,positive,0.9991500377655028
thanks again,5,2025-04-21,Dashen Bank,Google Play,positive,0.9998217225074768
Super Easy To Use and Fast Transaction.,5,2025-04-21,Dashen Bank,Google Play,positive,0.996877908706665
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,Dashen Bank,Google Play,positive,0.999527096748352
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9953939914703368
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9982413053512572
what an App,5,2025-04-21,Dashen Bank,Google Play,positive,0.9938238859176636
The new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,Dashen Bank,Google Play,positive,0.9998598098754884
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,Dashen Bank,Google Play,positive,0.9974797368049622
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,Dashen Bank,Google Play,positive,0.9997472167015076
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998795986175536
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998557567596436
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9997962117195128
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Dashen Bank,Google Play,positive,0.8947896957397461
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen Bank,Google Play,negative,0.9822685718536376
Better and inclusive app!,5,2025-04-21,Dashen Bank,Google Play,positive,0.999285876750946
Amazing Application,5,2025-04-21,Dashen Bank,Google Play,positive,0.9998698234558104
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen Bank,Google Play,positive,0.996675968170166
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen Bank,Google Play,positive,0.999868392944336
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen Bank,Google Play,positive,0.9993858337402344
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen Bank,Google Play,positive,0.9997283816337584
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,Dashen Bank,Google Play,positive,0.9997382760047911
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9996484518051147
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998247027397156
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998260140419006
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,Dashen Bank,Google Play,positive,0.9817668795585632
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21,Dashen Bank,Google Play,positive,0.9943593144416808
it's a hestorical app. in the bank industry.,5,2025-04-21,Dashen Bank,Google Play,negative,0.9915915727615356
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,Dashen Bank,Google Play,positive,0.9996839761734008
"easy &,simple to use",5,2025-04-21,Dashen Bank,Google Play,positive,0.9968307614326476
"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",5,2025-04-21,Dashen Bank,Google Play,positive,0.999881148338318
"All in one, that is it 👌",5,2025-04-21,Dashen Bank,Google Play,positive,0.8945450782775879
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,2025-04-21,Dashen Bank,Google Play,positive,0.9995104074478148
very easy and flexible app.,5,2025-04-21,Dashen Bank,Google Play,positive,0.9997106194496156
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998281002044678
dashen super app is simple faster and reliable.,5,2025-04-21,Dashen Bank,Google Play,positive,0.999518632888794
"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",5,2025-04-21,Dashen Bank,Google Play,positive,0.999748170375824
"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",5,2025-04-21,Dashen Bank,Google Play,positive,0.9995062351226808
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,Dashen Bank,Google Play,positive,0.9964408278465272
"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,2025-04-21,Dashen Bank,Google Play,positive,0.9997468590736388
An app with High performance and advanced features!,5,2025-04-21,Dashen Bank,Google Play,positive,0.9995831847190856
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",5,2025-04-21,Dashen Bank,Google Play,positive,0.9997954964637756
"Good actually , but it have to WORK when developer option is on 🙏",5,2025-04-21,Dashen Bank,Google Play,negative,0.9746389389038086
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21,Dashen Bank,Google Play,positive,0.9981800317764282
I appreciate that Dashen Bank takes lifestyle services into account.,5,2025-04-21,Dashen Bank,Google Play,positive,0.9980393052101136
keep it up!,5,2025-04-21,Dashen Bank,Google Play,positive,0.9998477697372437
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,5,2025-04-21,Dashen Bank,Google Play,positive,0.9998038411140442
very comfortable app keep it,5,2025-04-21,Dashen Bank,Google Play,positive,0.999691367149353
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21,Dashen Bank,Google Play,positive,0.999531626701355
"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",5,2025-04-21,Dashen Bank,Google Play,negative,0.9068744778633118
easiness to use with fast response time,5,2025-04-21,Dashen Bank,Google Play,negative,0.964725911617279
"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",5,2025-04-21,Dashen Bank,Google Play,positive,0.9992745518684388
"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9990044236183168
"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998193383216858
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,5,2025-04-21,Dashen Bank,Google Play,positive,0.9974090456962584
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998351335525512
A fantastic product!! keep the good work.,5,2025-04-21,Dashen Bank,Google Play,positive,0.9998842477798462
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998030066490172
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen Bank,Google Play,positive,0.999062716960907
Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen Bank,Google Play,positive,0.9988586902618408
it is the most amazing mobile app,5,2025-04-21,Dashen Bank,Google Play,positive,0.9998717308044434
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen Bank,Google Play,positive,0.999788463115692
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen Bank,Google Play,positive,0.9993189573287964
Too best,1,2025-04-21,Dashen Bank,Google Play,positive,0.8775479197502136
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen Bank,Google Play,positive,0.9985912442207336
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen Bank,Google Play,positive,0.987091064453125
best mobile banking application,5,2025-04-21,Dashen Bank,Google Play,positive,0.9996380805969238
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998156428337096
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen Bank,Google Play,positive,0.9981945157051086
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen Bank,Google Play,negative,0.8835359811782837
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9997934699058532
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen Bank,Google Play,positive,0.999823272228241
excellent mobile banking app,5,2025-04-21,Dashen Bank,Google Play,positive,0.9998179078102112
Wow! like his name Super App...,5,2025-04-21,Dashen Bank,Google Play,positive,0.9985873699188232
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen Bank,Google Play,positive,0.9926958084106444
convenient and fast,5,2025-04-21,Dashen Bank,Google Play,positive,0.9996170997619628
Best- in-class app.,5,2025-04-21,Dashen Bank,Google Play,positive,0.999584972858429
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen Bank,Google Play,positive,0.9997171759605408
Superb,5,2025-04-21,Dashen Bank,Google Play,positive,0.9998656511306764
"amazing features, faster and easy to use",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998817443847656
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen Bank,Google Play,positive,0.999481737613678
Best App!,5,2025-04-21,Dashen Bank,Google Play,positive,0.9997498393058776
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen Bank,Google Play,positive,0.999868392944336
I love this app,5,2025-04-21,Dashen Bank,Google Play,positive,0.9998608827590942
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen Bank,Google Play,negative,0.9980541467666626
waw no idea the best app.,5,2025-04-19,Dashen Bank,Google Play,negative,0.9923464059829712
fast best app,5,2025-04-19,Dashen Bank,Google Play,positive,0.999737560749054
Nice App,5,2025-04-18,Dashen Bank,Google Play,positive,0.9998061060905457
nice app ever,5,2025-04-17,Dashen Bank,Google Play,positive,0.9998384714126588
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen Bank,Google Play,negative,0.9997677206993104
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen Bank,Google Play,negative,0.9992289543151855
nic app,5,2025-04-16,Dashen Bank,Google Play,positive,0.9797857403755188
Nice,5,2025-04-16,Dashen Bank,Google Play,positive,0.9998552799224854
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen Bank,Google Play,positive,0.99978905916214
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen Bank,Google Play,positive,0.9998642206192015
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen Bank,Google Play,negative,0.9958034157752992
ምርጫዬ ነው,5,2025-04-13,Dashen Bank,Google Play,negative,0.7850593328475952
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen Bank,Google Play,negative,0.9996840953826904
it's samart,5,2025-04-10,Dashen Bank,Google Play,positive,0.9992457628250122
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen Bank,Google Play,negative,0.999715268611908
it is very good app,5,2025-04-10,Dashen Bank,Google Play,positive,0.9998699426651
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen Bank,Google Play,negative,0.9996039271354676
slow cumbersome,3,2025-04-08,Dashen Bank,Google Play,negative,0.9997989535331726
Is really 💀,2,2025-04-08,Dashen Bank,Google Play,positive,0.9858712553977966
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen Bank,Google Play,negative,0.9997294545173644
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen Bank,Google Play,negative,0.9996976852416992
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen Bank,Google Play,negative,0.9981010556221008
proud by dashen bank,5,2025-04-06,Dashen Bank,Google Play,positive,0.9998666048049928
best,5,2025-04-06,Dashen Bank,Google Play,positive,0.9997941851615906
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen Bank,Google Play,negative,0.9994447827339172
real super up,5,2025-04-04,Dashen Bank,Google Play,positive,0.9998282194137572
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen Bank,Google Play,negative,0.99936181306839
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen Bank,Google Play,negative,0.999297022819519
tanku,5,2025-04-04,Dashen Bank,Google Play,negative,0.9159650206565856
goood,5,2025-04-02,Dashen Bank,Google Play,negative,0.9943867921829224
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen Bank,Google Play,negative,0.9958769083023072
it is best app easy to use,5,2025-04-01,Dashen Bank,Google Play,positive,0.9864110350608826
It is very easy to use and powerful application.,3,2025-04-01,Dashen Bank,Google Play,positive,0.9997655749320984
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen Bank,Google Play,negative,0.997230589389801
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen Bank,Google Play,positive,0.9897825717926024
wallahi very fantastic Bank,5,2025-03-31,Dashen Bank,Google Play,positive,0.999818742275238
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen Bank,Google Play,positive,0.99986732006073
nice app,5,2025-03-29,Dashen Bank,Google Play,positive,0.9998061060905457
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen Bank,Google Play,positive,0.9992021918296814
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen Bank,Google Play,positive,0.9998027682304382
best experiences,5,2025-03-26,Dashen Bank,Google Play,positive,0.9992781281471252
too slow to use.,1,2025-03-26,Dashen Bank,Google Play,negative,0.9997276663780212
ጥሩ ነው,5,2025-03-25,Dashen Bank,Google Play,negative,0.7850593328475952
the worst app in the market only good ui,1,2025-03-22,Dashen Bank,Google Play,negative,0.9997721314430236
nic,5,2025-03-22,Dashen Bank,Google Play,positive,0.9977141618728638
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,Dashen Bank,Google Play,negative,0.9200407862663268
thanks for all digital transaction,5,2025-03-21,Dashen Bank,Google Play,positive,0.9994550347328186
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,Dashen Bank,Google Play,negative,0.9997400641441344
it's Be Come Busy &not working good,1,2025-03-20,Dashen Bank,Google Play,negative,0.999382257461548
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,Dashen Bank,Google Play,negative,0.9980534315109252
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen Bank,Google Play,positive,0.9997392296791076
good and latest,5,2025-03-18,Dashen Bank,Google Play,positive,0.9998561143875122
The best App of all,5,2025-03-17,Dashen Bank,Google Play,positive,0.9998633861541748
Worst app ever,1,2025-03-15,Dashen Bank,Google Play,negative,0.9997803568840028
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,Dashen Bank,Google Play,negative,0.9997894167900084
Naiycapp,5,2025-03-14,Dashen Bank,Google Play,positive,0.8075171113014221
The app is good but it has no USSD option,4,2025-03-13,Dashen Bank,Google Play,negative,0.9952346682548524
Hey great,5,2025-03-12,Dashen Bank,Google Play,positive,0.999745786190033
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Dashen Bank,Google Play,positive,0.9984980821609496
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen Bank,Google Play,negative,0.9951795339584352
It good and easy to use,5,2025-03-11,Dashen Bank,Google Play,positive,0.9998750686645508
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,Dashen Bank,Google Play,negative,0.9200407862663268
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen Bank,Google Play,positive,0.9655697345733644
Excellent,5,2025-03-10,Dashen Bank,Google Play,positive,0.9998434782028198
Wow Excellent app,5,2025-03-08,Dashen Bank,Google Play,positive,0.9998443126678468
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen Bank,Google Play,negative,0.9983522891998292
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen Bank,Google Play,negative,0.995681881904602
It's best,5,2025-03-08,Dashen Bank,Google Play,positive,0.999842643737793
no one dashen yichlal,5,2025-03-07,Dashen Bank,Google Play,negative,0.9842472076416016
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen Bank,Google Play,positive,0.9998522996902466
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen Bank,Google Play,negative,0.9997935891151428
good app,5,2025-03-04,Dashen Bank,Google Play,positive,0.9998493194580078
Fantastic app,5,2025-03-01,Dashen Bank,Google Play,positive,0.999858856201172
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen Bank,Google Play,positive,0.9998013377189636
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,Dashen Bank,Google Play,positive,0.9995073080062866
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,Dashen Bank,Google Play,positive,0.9977291226387024
ከጰነጨየጠ,2,2025-02-26,Dashen Bank,Google Play,negative,0.6970565915107727
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,Dashen Bank,Google Play,negative,0.9960646033287048
Excellent app,5,2025-02-24,Dashen Bank,Google Play,positive,0.9998356103897096
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,Dashen Bank,Google Play,negative,0.9528433680534364
No good,1,2025-02-22,Dashen Bank,Google Play,negative,0.9996987581253052
Wow amazing app,5,2025-02-21,Dashen Bank,Google Play,positive,0.9998513460159302
best platform... Please avoid otp,5,2025-02-21,Dashen Bank,Google Play,positive,0.9228951334953308
Super smart app.,5,2025-02-18,Dashen Bank,Google Play,positive,0.9997984766960144
best 👍👍,5,2025-02-16,Dashen Bank,Google Play,positive,0.9997019171714784
